date,valeur,surfaceterrain,nblocmai,nblocapt,nblocdep,nblocact,sbati,typebien,iris,A,B,C,D,E,F,G,Total,jardin
2018-12-28,78000.0,0,0,1,0,0,30,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2018-09-14,89000.0,0,0,1,1,0,39,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2018-03-30,435000.0,941,0,0,0,1,268,ACTIVITE,14118_1001,12,2,1,5,0,2,0,22,1
2018-06-13,106000.0,0,0,1,1,0,50,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2018-05-23,173000.0,0,0,2,2,0,102,DEUX APPARTEMENTS,14118_0601,58,13,1,15,0,7,2,96,0
2018-01-29,192000.0,549,1,0,0,0,110,UNE MAISON,14118_0803,41,14,1,31,0,1,0,88,1
2018-06-20,450000.0,136,0,1,1,1,173,BATI MIXTE - LOGEMENT/ACTIVITE,14118_0101,123,72,2,46,0,7,3,253,1
2018-04-04,115000.0,0,0,1,0,0,67,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-05-31,57000.0,0,0,1,1,0,33,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2018-07-26,90000.0,0,0,1,1,0,48,UN APPARTEMENT,14118_0801,11,3,2,13,1,5,0,35,0
2018-02-03,450000.0,216,1,0,0,0,144,UNE MAISON,14118_0101,123,72,2,46,0,7,3,253,1
2018-08-07,9000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0301,78,11,1,24,0,1,4,119,0
2018-06-22,90000.0,0,0,1,1,0,54,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2018-07-06,153500.0,0,0,1,1,0,68,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-01-26,125400.0,0,0,1,0,0,75,UN APPARTEMENT,14118_1702,35,16,1,17,0,0,2,71,0
2018-12-18,100000.0,0,0,0,5,0,0,DES DEPENDANCES,14118_0202,122,79,4,74,3,1,7,290,0
2018-07-05,113000.0,0,0,1,0,0,41,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2018-10-12,36000.0,0,0,1,0,0,19,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2018-04-18,86000.0,0,0,1,1,0,48,UN APPARTEMENT,14118_0903,7,2,1,8,0,0,1,19,0
2018-02-19,165500.0,0,0,1,1,0,68,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-07-31,213200.0,379,1,0,0,0,99,UNE MAISON,14118_2005,30,1,5,94,1,2,2,135,1
2018-09-07,60000.0,0,0,1,1,0,33,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2018-06-29,89500.0,0,0,1,1,0,46,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2018-04-27,169900.0,399,1,0,0,0,50,UNE MAISON,14118_0801,11,3,2,13,1,5,0,35,1
2018-03-20,160000.0,0,0,1,1,0,73,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2018-02-06,136000.0,0,0,1,0,0,73,UN APPARTEMENT,14118_1201,19,1,18,3,0,0,0,41,0
2018-06-13,61000.0,0,0,1,1,0,30,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2018-03-07,100000.0,0,0,1,0,0,42,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2018-04-26,146000.0,335,0,0,0,0,0,TERRAIN DE TYPE TAB,14118_0401,31,8,0,12,0,1,1,53,0
2018-12-17,685000.0,490,1,0,0,0,178,UNE MAISON,14118_0601,58,13,1,15,0,7,2,96,1
2018-06-15,50000.0,0,0,1,1,0,34,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2018-09-26,151000.0,0,0,1,0,0,56,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2018-02-06,36000.0,0,0,0,3,2,23,ACTIVITE,14118_0302,44,11,3,6,0,1,0,65,0
2018-02-07,58000.0,0,0,1,1,0,42,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2018-04-23,90500.0,0,0,1,1,0,47,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2018-03-23,60000.0,0,0,1,1,0,30,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-12-31,101100.0,0,0,0,0,2,30,ACTIVITE,14118_2001,23,22,10,4,0,7,1,67,0
2018-07-13,100000.0,0,0,1,1,0,66,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2018-02-23,92500.0,0,0,1,1,0,55,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-05-31,89000.0,0,0,1,1,0,67,UN APPARTEMENT,14118_1703,19,5,0,80,0,5,0,109,0
2018-05-14,1900.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1701,73,18,3,21,2,2,3,122,0
2018-07-16,142000.0,0,0,1,1,0,90,UN APPARTEMENT,14118_0801,11,3,2,13,1,5,0,35,0
2018-07-30,92600.0,0,0,1,1,0,35,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-01-23,177000.0,229,1,0,0,0,82,UNE MAISON,14118_1701,73,18,3,21,2,2,3,122,1
2018-02-21,154000.0,0,0,1,0,0,109,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2018-12-19,250000.0,0,0,1,1,0,83,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2018-06-04,65000.0,0,0,1,0,0,28,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2018-01-18,132000.0,0,0,1,0,0,44,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2018-10-22,176000.0,348,1,0,0,0,50,UNE MAISON,14118_1704,38,10,4,13,0,2,0,67,1
2018-03-29,101350.0,705,0,1,1,0,18,UN APPARTEMENT,14118_1201,19,1,18,3,0,0,0,41,1
2018-09-18,52000.0,0,0,1,1,0,40,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2018-02-21,4146722.0,0,0,0,0,0,0,BATI - INDETERMINE : Vente avec volume(s),14118_0202,122,79,4,74,3,1,7,290,0
2018-07-25,68000.0,0,0,2,0,0,51,DEUX APPARTEMENTS,14118_0501,36,10,3,36,0,6,0,91,0
2018-07-13,113000.0,0,0,1,1,0,79,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2018-06-28,143000.0,0,0,1,0,0,59,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2018-06-01,32000.0,0,0,0,2,0,0,DES DEPENDANCES,14118_1903,25,10,1,33,0,10,0,79,0
2018-09-12,1110000.0,0,0,0,0,0,0,BATI - INDETERMINE : Vente avec volume(s),14118_0202,122,79,4,74,3,1,7,290,0
2018-06-04,64000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0202,122,79,4,74,3,1,7,290,0
2018-05-17,109000.0,0,0,1,1,0,42,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-03-13,150000.0,481,1,0,0,0,73,UNE MAISON,14118_0303,24,8,1,22,0,0,1,56,1
2018-12-19,450000.0,489,1,0,0,0,184,UNE MAISON,14118_1102,37,11,5,34,0,3,0,90,1
2018-07-27,116180.0,0,0,1,1,0,74,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2018-06-28,180000.0,0,0,1,2,0,95,UN APPARTEMENT,14118_0401,31,8,0,12,0,1,1,53,0
2018-09-11,129000.0,0,0,1,1,0,67,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2018-11-22,190000.0,0,0,1,0,0,82,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-09-13,67000.0,0,0,1,1,0,59,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2018-09-28,273000.0,303,1,0,0,0,74,UNE MAISON,14118_1902,25,8,3,19,0,1,1,57,1
2018-09-24,125400.0,0,0,1,0,0,38,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2018-08-10,535000.0,833,0,3,1,0,162,APPARTEMENT INDETERMINE,14118_1501,16,3,1,10,0,3,0,33,1
2018-07-31,215000.0,0,0,1,0,0,122,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2018-03-06,75467.0,726,1,0,0,0,130,UNE MAISON,14118_1403,10,0,1,3,0,2,0,16,1
2018-06-18,70000.0,258,0,0,0,0,0,TERRAIN ARTIFICIALISE MIXTE,14118_0302,44,11,3,6,0,1,0,65,0
2018-03-12,1156500.0,5680,0,0,0,0,0,TERRAIN DE TYPE TAB,14118_0901,21,5,2,4,0,10,0,42,0
2018-04-26,9000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1704,38,10,4,13,0,2,0,67,0
2018-06-02,128300.0,0,0,1,1,0,62,UN APPARTEMENT,14118_0501,36,10,3,36,0,6,0,91,0
2018-12-28,40000.0,0,0,1,1,0,20,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2018-01-17,63000.0,0,0,1,1,0,50,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2018-04-13,69400.0,0,0,1,0,0,45,UN APPARTEMENT,14118_1704,38,10,4,13,0,2,0,67,0
2018-03-23,2500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_2007,16,3,3,8,0,3,0,33,0
2018-08-03,220000.0,409,1,0,0,0,77,UNE MAISON,14118_1704,38,10,4,13,0,2,0,67,1
2018-01-10,93000.0,0,0,1,1,0,15,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2018-11-05,64000.0,0,0,1,0,0,20,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2018-02-27,74500.0,0,0,1,1,0,35,UN APPARTEMENT,14118_2002,17,4,2,8,0,18,1,50,0
2018-03-29,310000.0,3037,1,0,0,0,100,UNE MAISON,14118_1502,81,11,2,34,0,0,0,128,1
2018-10-31,60000.0,0,0,1,0,0,38,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2018-09-21,170000.0,605,1,0,0,0,88,UNE MAISON,14118_1301,58,13,3,27,1,2,0,104,1
2018-04-03,104000.0,0,0,1,1,0,80,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2018-01-25,115000.0,0,0,1,1,0,62,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2018-07-02,124000.0,0,0,1,1,0,72,UN APPARTEMENT,14118_1403,10,0,1,3,0,2,0,16,0
2018-03-22,12500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0502,24,3,3,4,0,1,0,35,0
2018-01-03,89500.0,0,0,1,0,0,32,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2018-05-03,69500.0,0,0,1,0,0,47,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2018-12-20,138500.0,0,0,1,1,0,60,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2018-12-21,268000.0,0,0,1,0,0,100,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2018-10-24,74000.0,0,0,1,1,0,42,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2018-03-16,114000.0,0,0,1,1,0,38,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2018-10-25,110000.0,0,0,1,1,0,78,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2018-09-13,58500.0,0,0,1,1,0,23,UN APPARTEMENT,14118_0804,18,3,1,22,1,2,0,47,0
2018-08-21,450400.0,507,1,0,0,0,84,UNE MAISON,14118_1402,29,4,9,9,0,3,2,56,1
2018-02-08,110300.0,0,0,1,0,0,65,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-08-09,151500.0,0,0,0,0,2,104,ACTIVITE,14118_1301,58,13,3,27,1,2,0,104,0
2018-05-09,168000.0,0,0,1,2,0,115,UN APPARTEMENT,14118_2002,17,4,2,8,0,18,1,50,0
2018-07-26,68455.0,0,0,1,1,0,27,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2018-09-05,15000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1601,60,54,2,35,1,7,5,164,0
2018-12-20,50000.0,0,0,1,0,0,25,UN APPARTEMENT,14118_1501,16,3,1,10,0,3,0,33,0
2018-07-18,434000.0,546,1,0,0,0,201,UNE MAISON,14118_1503,35,12,7,54,0,6,0,114,1
2018-04-18,40000.0,0,0,1,0,0,23,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2018-08-31,110000.0,0,0,1,1,0,78,UN APPARTEMENT,14118_1401,10,4,1,9,0,1,0,25,0
2018-09-20,52000.0,0,0,1,0,0,50,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2018-10-31,89500.0,0,0,0,0,1,18,ACTIVITE,14118_2001,23,22,10,4,0,7,1,67,0
2018-12-21,725000.0,576,1,0,0,1,335,BATI MIXTE - LOGEMENT/ACTIVITE,14118_0601,58,13,1,15,0,7,2,96,1
2018-06-15,58000.0,0,0,1,0,0,14,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2018-04-27,300000.0,359,0,12,1,0,221,APPARTEMENT INDETERMINE,14118_1704,38,10,4,13,0,2,0,67,1
2018-05-24,103000.0,0,0,1,0,0,52,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2018-04-06,32000.0,0,0,0,0,1,55,ACTIVITE,14118_1701,73,18,3,21,2,2,3,122,0
2018-06-18,10000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0401,31,8,0,12,0,1,1,53,0
2018-05-04,132500.0,0,0,1,1,0,78,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2018-05-22,302500.0,679,1,0,0,0,107,UNE MAISON,14118_0701,13,5,1,12,0,3,0,34,1
2018-07-10,110000.0,0,0,1,0,0,73,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2018-09-03,68630.0,0,0,0,0,1,56,ACTIVITE,14118_0102,159,197,2,64,0,3,13,438,0
2018-12-12,72000.0,0,0,1,1,0,29,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2018-10-30,80000.0,0,0,1,1,0,28,UN APPARTEMENT,14118_1202,21,5,1,15,0,1,1,44,0
2018-04-24,220000.0,365,1,0,0,0,96,UNE MAISON,14118_1701,73,18,3,21,2,2,3,122,1
2018-10-26,60000.0,0,0,1,1,0,26,UN APPARTEMENT,14118_2006,23,3,3,29,1,6,2,67,0
2018-12-21,1850000.0,0,0,0,0,7,1368,ACTIVITE,14118_0202,122,79,4,74,3,1,7,290,0
2018-11-27,72000.0,0,0,1,0,0,50,UN APPARTEMENT,14118_0302,44,11,3,6,0,1,0,65,0
2018-05-07,50000.0,0,0,1,0,0,54,UN APPARTEMENT,14118_1903,25,10,1,33,0,10,0,79,0
2018-08-30,115000.0,0,0,1,1,1,64,BATI MIXTE - LOGEMENT/ACTIVITE,14118_1301,58,13,3,27,1,2,0,104,0
2018-03-30,158000.0,0,0,1,1,0,80,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2018-07-03,149000.0,0,0,1,1,0,77,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2018-01-09,95000.0,0,0,1,1,0,78,UN APPARTEMENT,14118_0701,13,5,1,12,0,3,0,34,0
2018-04-07,235000.0,190,1,0,0,0,105,UNE MAISON,14118_2006,23,3,3,29,1,6,2,67,1
2018-07-20,62000.0,0,0,1,0,0,42,UN APPARTEMENT,14118_0901,21,5,2,4,0,10,0,42,0
2018-07-26,66000.0,0,0,1,0,0,33,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2018-11-13,185001.0,110,0,1,2,0,65,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,1
2018-09-13,122000.0,0,0,1,1,0,65,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2018-05-28,220000.0,0,0,1,1,0,82,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2018-08-22,83000.0,0,0,1,0,0,65,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2018-06-06,113000.0,0,0,0,0,1,47,ACTIVITE,14118_0201,171,84,4,91,0,4,9,363,0
2018-11-28,72000.0,0,0,1,0,0,52,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-05-14,63000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1001,12,2,1,5,0,2,0,22,0
2018-04-30,80000.0,0,0,1,0,0,74,UN APPARTEMENT,14118_1703,19,5,0,80,0,5,0,109,0
2018-06-01,110000.0,0,0,1,0,0,72,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2018-08-10,84000.0,0,0,0,3,0,0,DES DEPENDANCES,14118_0202,122,79,4,74,3,1,7,290,0
2018-04-11,110000.0,0,0,1,1,0,52,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2018-03-12,145000.0,0,0,1,0,0,70,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2018-10-15,212600.0,0,0,1,1,0,92,UN APPARTEMENT,14118_0401,31,8,0,12,0,1,1,53,0
2018-06-15,120000.0,0,0,1,1,0,84,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2018-11-15,67000.0,0,0,1,1,0,22,UN APPARTEMENT,14118_1001,12,2,1,5,0,2,0,22,0
2018-11-30,7900000.0,2057,0,0,0,2,8879,ACTIVITE,14118_0202,122,79,4,74,3,1,7,290,1
2018-08-01,53000.0,0,0,1,1,0,50,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2018-08-29,78500.0,0,0,0,1,1,452,ACTIVITE,14118_1503,35,12,7,54,0,6,0,114,0
2018-08-22,500000.0,234,1,0,0,0,128,UNE MAISON,14118_1101,27,8,2,25,1,1,1,65,1
2018-11-27,55500.0,0,0,1,1,0,18,UN APPARTEMENT,14118_2006,23,3,3,29,1,6,2,67,0
2018-10-12,55000.0,0,0,1,1,0,19,UN APPARTEMENT,14118_1201,19,1,18,3,0,0,0,41,0
2018-01-25,122000.0,0,0,1,1,0,84,UN APPARTEMENT,14118_0801,11,3,2,13,1,5,0,35,0
2018-08-29,110000.0,0,0,0,1,1,70,ACTIVITE,14118_0301,78,11,1,24,0,1,4,119,0
2018-03-20,42500.0,0,0,1,1,0,25,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2018-07-27,95000.0,0,0,1,0,0,47,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2018-06-27,126000.0,0,0,1,1,0,70,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2018-07-26,163000.0,0,0,1,1,0,84,UN APPARTEMENT,14118_0801,11,3,2,13,1,5,0,35,0
2018-02-21,40000.0,0,0,0,2,0,0,DES DEPENDANCES,14118_1903,25,10,1,33,0,10,0,79,0
2018-10-01,47000.0,0,0,0,2,0,0,DES DEPENDANCES,14118_0801,11,3,2,13,1,5,0,35,0
2018-11-26,60000.0,0,0,1,0,0,50,UN APPARTEMENT,14118_1704,38,10,4,13,0,2,0,67,0
2018-03-09,129700.0,0,0,1,0,0,65,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2018-05-16,262000.0,393,1,0,0,0,145,UNE MAISON,14118_0301,78,11,1,24,0,1,4,119,1
2018-01-10,125000.0,0,0,1,0,0,70,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2018-02-28,70000.0,0,0,1,0,0,21,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2018-02-28,119000.0,0,0,1,1,0,66,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2018-05-03,127000.0,0,0,1,0,0,49,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2018-08-08,110000.0,0,0,1,1,0,57,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2018-11-28,199000.0,0,0,1,1,0,96,UN APPARTEMENT,14118_0302,44,11,3,6,0,1,0,65,0
2018-01-22,400000.0,0,0,1,1,0,98,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2018-09-07,101000.0,0,0,1,0,0,47,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2018-08-10,79850.0,0,0,1,0,0,25,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2018-06-01,173000.0,0,0,1,1,0,105,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2018-04-03,89000.0,0,0,1,1,0,71,UN APPARTEMENT,14118_0804,18,3,1,22,1,2,0,47,0
2018-12-10,97450.0,0,0,1,1,0,47,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2018-03-21,124440.0,0,0,1,1,0,81,UN APPARTEMENT,14118_0401,31,8,0,12,0,1,1,53,0
2018-09-24,100.0,38,0,0,0,0,0,TERRAIN ARTIFICIALISE MIXTE,14118_2006,23,3,3,29,1,6,2,67,0
2018-05-29,477800.0,419,1,0,1,0,154,UNE MAISON,14118_1402,29,4,9,9,0,3,2,56,1
2018-07-31,60000.0,0,0,1,1,0,36,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2018-05-24,76000.0,0,0,1,1,0,28,UN APPARTEMENT,14118_2002,17,4,2,8,0,18,1,50,0
2018-04-27,323000.0,0,0,1,1,0,74,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2018-02-12,160000.0,638,1,0,0,0,75,UNE MAISON,14118_0804,18,3,1,22,1,2,0,47,1
2018-06-01,108500.0,0,0,1,1,0,67,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2018-09-05,148000.0,0,0,1,1,0,68,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-04-24,222000.0,362,1,0,0,0,150,UNE MAISON,14118_1201,19,1,18,3,0,0,0,41,1
2018-10-10,98500.0,0,0,2,1,0,38,DEUX APPARTEMENTS,14118_2007,16,3,3,8,0,3,0,33,0
2018-10-23,145000.0,0,0,1,0,0,87,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2018-01-09,276000.0,414,0,0,0,0,0,TERRAIN ARTIFICIALISE MIXTE,14118_0702,32,8,4,28,1,8,0,81,0
2018-09-07,52000.0,0,0,1,0,0,18,UN APPARTEMENT,14118_2006,23,3,3,29,1,6,2,67,0
2018-11-08,72000.0,0,0,1,1,0,30,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2018-09-14,78000.0,0,0,1,0,0,47,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2018-10-05,99000.0,0,0,1,1,0,66,UN APPARTEMENT,14118_1703,19,5,0,80,0,5,0,109,0
2018-07-26,74500.0,0,0,1,0,0,49,UN APPARTEMENT,14118_0801,11,3,2,13,1,5,0,35,0
2018-01-04,539500.0,736,1,0,0,0,177,UNE MAISON,14118_0301,78,11,1,24,0,1,4,119,1
2018-05-14,13500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1001,12,2,1,5,0,2,0,22,0
2018-04-30,270000.0,0,0,1,1,0,92,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2018-02-27,400000.0,0,1,0,0,0,165,UNE MAISON,14118_1502,81,11,2,34,0,0,0,128,0
2018-01-05,84000.0,0,0,1,1,0,97,UN APPARTEMENT,14118_0903,7,2,1,8,0,0,1,19,0
2018-03-15,274500.0,741,1,0,0,0,128,UNE MAISON,14118_0702,32,8,4,28,1,8,0,81,1
2018-09-12,86050.0,0,0,1,1,0,57,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2018-02-28,220480.0,429,1,0,0,0,75,UNE MAISON,14118_1402,29,4,9,9,0,3,2,56,1
2018-09-13,57000.0,0,0,1,0,0,23,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2018-01-19,53000.0,0,0,1,1,0,16,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2018-10-18,157900.0,0,0,1,1,0,62,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2018-02-28,90000.0,0,0,1,1,0,35,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2018-09-05,92000.0,0,0,1,0,0,39,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2018-06-20,40000.0,459,1,0,0,0,63,UNE MAISON,14118_0303,24,8,1,22,0,0,1,56,1
2018-09-19,190000.0,394,1,0,0,0,108,UNE MAISON,14118_0702,32,8,4,28,1,8,0,81,1
2018-11-28,118000.0,0,0,1,2,0,119,UN APPARTEMENT,14118_0903,7,2,1,8,0,0,1,19,0
2018-10-18,408600.0,344,1,0,0,0,140,UNE MAISON,14118_1201,19,1,18,3,0,0,0,41,1
2018-12-20,220000.0,0,0,1,0,0,78,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2018-09-21,282000.0,0,0,1,0,0,125,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2018-02-08,152100.0,0,0,1,0,0,81,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2018-02-28,35000.0,0,0,1,0,0,28,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2018-04-18,500000.0,3204,1,0,0,0,153,UNE MAISON,14118_0401,31,8,0,12,0,1,1,53,1
2018-02-01,182000.0,0,0,1,0,0,106,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2018-09-28,143500.0,0,0,1,2,0,72,UN APPARTEMENT,14118_2002,17,4,2,8,0,18,1,50,0
2018-10-29,258000.0,178,1,0,0,0,96,UNE MAISON,14118_1501,16,3,1,10,0,3,0,33,1
2018-12-14,151000.0,0,0,1,1,0,63,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2018-11-16,85000.0,0,0,1,1,0,78,UN APPARTEMENT,14118_0903,7,2,1,8,0,0,1,19,0
2018-06-15,82000.0,0,0,1,0,0,51,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-06-21,61000.0,0,0,1,0,0,48,UN APPARTEMENT,14118_1702,35,16,1,17,0,0,2,71,0
2018-10-31,125000.0,0,0,1,0,0,74,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2018-07-11,63200.0,0,0,1,0,0,32,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2018-02-14,165000.0,0,0,1,0,0,90,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2018-08-17,59000.0,0,0,1,1,0,19,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2018-10-03,314000.0,468,1,0,0,0,106,UNE MAISON,14118_0804,18,3,1,22,1,2,0,47,1
2018-01-11,325000.0,150,1,1,2,0,127,BATI MIXTE - LOGEMENTS,14118_1502,81,11,2,34,0,0,0,128,1
2018-03-19,370000.0,0,0,1,0,0,130,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2018-12-28,109400.0,0,0,1,1,0,42,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2018-03-23,366600.0,0,0,0,19,1,452,ACTIVITE,14118_1503,35,12,7,54,0,6,0,114,0
2018-08-08,110000.0,0,0,1,1,0,64,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
