date,valeur,surfaceterrain,nblocmai,nblocapt,nblocdep,nblocact,sbati,typebien,iris,A,B,C,D,E,F,G,Total,jardin
2017-05-18,420000.0,170,1,0,0,0,113,UNE MAISON,14118_1502,81,11,2,34,0,0,0,128,1
2017-07-27,164000.0,0,0,1,1,0,65,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2017-02-16,124000.0,0,0,1,1,0,59,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2017-06-09,227000.0,0,0,1,1,0,83,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2017-01-31,527000.0,283,1,0,0,0,160,UNE MAISON,14118_1202,21,5,1,15,0,1,1,44,1
2017-08-01,207700.0,444,1,0,0,0,82,UNE MAISON,14118_0702,32,8,4,28,1,8,0,81,1
2017-10-11,110000.0,0,0,1,1,0,50,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2017-08-25,83000.0,0,0,1,0,0,63,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2017-09-15,455000.0,0,0,1,0,0,138,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2017-05-15,166000.0,0,0,1,0,0,73,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2017-08-22,120200.0,0,0,1,1,0,74,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2017-02-01,75000.0,110,0,0,0,1,110,ACTIVITE,14118_0201,171,84,4,91,0,4,9,363,1
2017-06-20,5000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0501,36,10,3,36,0,6,0,91,0
2017-08-25,97500.0,0,0,1,1,0,67,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2017-09-13,128700.0,0,0,1,1,0,51,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2017-11-30,340000.0,0,0,1,2,0,192,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2017-02-28,182000.0,0,0,1,0,0,75,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2017-02-27,87000.0,0,0,1,0,0,56,UN APPARTEMENT,14118_1702,35,16,1,17,0,0,2,71,0
2017-11-29,55000.0,0,0,1,0,0,27,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2017-10-30,60000.0,0,0,1,1,0,34,UN APPARTEMENT,14118_0804,18,3,1,22,1,2,0,47,0
2017-03-01,320000.0,366,0,8,0,0,317,APPARTEMENT INDETERMINE,14118_0501,36,10,3,36,0,6,0,91,1
2017-10-13,50000.0,0,0,0,0,1,44,ACTIVITE,14118_0101,123,72,2,46,0,7,3,253,0
2017-06-19,267000.0,0,0,1,2,0,93,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2017-10-06,550000.0,0,0,3,1,2,216,BATI MIXTE - LOGEMENT/ACTIVITE,14118_0101,123,72,2,46,0,7,3,253,0
2017-12-18,175500.0,0,0,1,0,0,65,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2017-10-18,113000.0,0,0,1,0,0,75,UN APPARTEMENT,14118_1202,21,5,1,15,0,1,1,44,0
2017-11-22,19500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0601,58,13,1,15,0,7,2,96,0
2017-08-03,53500.0,0,0,0,0,1,36,ACTIVITE,14118_2002,17,4,2,8,0,18,1,50,0
2017-09-07,55000.0,0,0,1,1,0,62,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2017-11-10,260000.0,0,0,1,3,0,122,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2017-06-09,150000.0,63,0,1,0,0,80,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,1
2017-01-16,223480.0,208,1,0,0,0,70,UNE MAISON,14118_1902,25,8,3,19,0,1,1,57,1
2017-09-04,280000.0,72,1,0,0,0,83,UNE MAISON,14118_1101,27,8,2,25,1,1,1,65,1
2017-01-27,81000.0,0,0,1,1,0,38,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2017-01-18,90000.0,0,0,0,0,1,30,ACTIVITE,14118_2007,16,3,3,8,0,3,0,33,0
2017-05-23,190000.0,0,0,0,0,1,49,ACTIVITE,14118_0201,171,84,4,91,0,4,9,363,0
2017-07-26,155000.0,0,0,1,1,0,76,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2017-04-19,62000.0,0,0,1,1,0,28,UN APPARTEMENT,14118_1702,35,16,1,17,0,0,2,71,0
2017-10-25,450000.0,131,0,1,0,1,243,BATI MIXTE - LOGEMENT/ACTIVITE,14118_1102,37,11,5,34,0,3,0,90,1
2017-07-24,126000.0,0,0,1,1,0,79,UN APPARTEMENT,14118_0701,13,5,1,12,0,3,0,34,0
2017-06-08,62000.0,0,0,2,0,0,66,DEUX APPARTEMENTS,14118_0901,21,5,2,4,0,10,0,42,0
2017-02-23,115000.0,0,0,1,2,0,80,UN APPARTEMENT,14118_0801,11,3,2,13,1,5,0,35,0
2017-05-16,44000.0,0,0,1,1,0,29,UN APPARTEMENT,14118_1903,25,10,1,33,0,10,0,79,0
2017-06-02,190000.0,0,0,1,3,0,81,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2017-06-20,560000.0,167,1,0,0,0,165,UNE MAISON,14118_1101,27,8,2,25,1,1,1,65,1
2017-09-19,90000.0,0,0,1,1,0,66,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2017-11-22,509000.0,249,1,0,0,0,151,UNE MAISON,14118_0302,44,11,3,6,0,1,0,65,1
2017-03-15,77000.0,0,0,1,0,0,76,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2017-03-31,60000.0,0,0,2,0,0,37,DEUX APPARTEMENTS,14118_1502,81,11,2,34,0,0,0,128,0
2017-05-10,43000.0,0,0,1,0,0,48,UN APPARTEMENT,14118_1702,35,16,1,17,0,0,2,71,0
2017-07-10,78000.0,0,0,1,0,0,31,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2017-03-21,125130.0,0,0,1,1,0,51,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2017-07-07,70000.0,0,0,1,0,0,68,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2017-10-16,135000.0,0,0,1,0,0,85,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2017-03-02,224270.0,164,1,0,0,0,86,UNE MAISON,14118_1901,13,9,2,6,0,8,0,38,1
2017-04-13,57000.0,0,0,1,0,0,33,UN APPARTEMENT,14118_0901,21,5,2,4,0,10,0,42,0
2017-06-20,47435.0,0,0,0,0,1,18,ACTIVITE,14118_2005,30,1,5,94,1,2,2,135,0
2017-09-29,91060.0,0,0,1,0,0,32,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2017-08-31,160000.0,185,1,0,0,0,65,UNE MAISON,14118_1704,38,10,4,13,0,2,0,67,1
2017-11-03,50000.0,0,0,1,0,0,29,UN APPARTEMENT,14118_1703,19,5,0,80,0,5,0,109,0
2017-12-19,124150.0,0,0,1,1,0,64,UN APPARTEMENT,14118_1403,10,0,1,3,0,2,0,16,0
2017-08-17,151300.0,0,0,2,1,0,130,DEUX APPARTEMENTS,14118_1601,60,54,2,35,1,7,5,164,0
2017-07-12,60000.0,0,0,1,1,0,25,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2017-08-03,248000.0,0,0,0,0,1,140,ACTIVITE,14118_1601,60,54,2,35,1,7,5,164,0
2017-09-13,101370.0,0,0,1,2,0,59,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2017-07-06,207500.0,0,1,0,0,1,149,BATI MIXTE - LOGEMENT/ACTIVITE,14118_0202,122,79,4,74,3,1,7,290,0
2017-02-23,60000.0,0,0,1,1,0,58,UN APPARTEMENT,14118_1903,25,10,1,33,0,10,0,79,0
2017-04-10,117000.0,0,0,1,1,0,48,UN APPARTEMENT,14118_0804,18,3,1,22,1,2,0,47,0
2017-11-08,225000.0,0,0,1,1,0,68,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2017-02-15,221500.0,165,1,0,0,0,80,UNE MAISON,14118_1501,16,3,1,10,0,3,0,33,1
2017-07-28,63800.0,0,0,1,1,0,21,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2017-05-22,70000.0,0,0,1,0,0,37,UN APPARTEMENT,14118_0501,36,10,3,36,0,6,0,91,0
2017-07-05,63500.0,0,0,1,1,0,29,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2017-03-08,140000.0,0,0,1,1,0,103,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2017-05-24,100000.0,0,0,1,1,0,76,UN APPARTEMENT,14118_1401,10,4,1,9,0,1,0,25,0
2017-03-31,107000.0,0,0,1,1,0,57,UN APPARTEMENT,14118_0701,13,5,1,12,0,3,0,34,0
2017-07-10,453000.0,0,1,0,0,0,175,UNE MAISON,14118_0401,31,8,0,12,0,1,1,53,0
2017-09-20,82086.0,0,0,1,0,0,32,UN APPARTEMENT,14118_1301,58,13,3,27,1,2,0,104,0
2017-09-15,94000.0,0,0,1,0,0,70,UN APPARTEMENT,14118_0302,44,11,3,6,0,1,0,65,0
2017-06-30,105000.0,0,0,1,0,0,52,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2017-06-26,12500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0601,58,13,1,15,0,7,2,96,0
2017-04-26,160000.0,654,1,0,0,0,141,UNE MAISON,14118_1402,29,4,9,9,0,3,2,56,1
2017-09-06,420000.0,440,1,0,0,0,116,UNE MAISON,14118_0804,18,3,1,22,1,2,0,47,1
2017-04-21,69000.0,0,0,1,0,0,23,UN APPARTEMENT,14118_1202,21,5,1,15,0,1,1,44,0
2017-10-03,153000.0,0,0,1,1,0,63,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2017-12-14,190000.0,411,0,0,0,0,0,TERRAIN ARTIFICIALISE MIXTE,14118_0802,36,5,3,39,0,0,0,83,0
2017-05-02,25400.0,0,0,1,0,0,19,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2017-11-28,138500.0,0,0,1,0,0,64,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2017-07-27,80000.0,26,1,0,0,0,55,UNE MAISON,14118_0303,24,8,1,22,0,0,1,56,1
2017-11-16,240000.0,89,0,3,0,1,211,BATI MIXTE - LOGEMENT/ACTIVITE,14118_0601,58,13,1,15,0,7,2,96,1
2017-04-28,56500.0,0,0,1,1,0,16,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2017-12-29,45000.0,0,0,0,3,0,0,DES DEPENDANCES,14118_1601,60,54,2,35,1,7,5,164,0
2017-02-16,130000.0,0,0,1,0,0,61,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2017-03-01,254000.0,0,0,1,2,0,86,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2017-08-21,220000.0,563,1,0,0,0,89,UNE MAISON,14118_2002,17,4,2,8,0,18,1,50,1
2017-07-19,63000.0,0,0,1,0,0,64,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2017-07-12,115000.0,0,0,1,1,0,57,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2017-02-16,127000.0,0,0,1,2,0,64,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2017-05-03,70000.0,0,0,1,2,0,57,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2017-03-31,95000.0,0,0,1,0,0,46,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2017-08-03,41500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0202,122,79,4,74,3,1,7,290,0
2017-04-13,99000.0,0,0,1,0,0,62,UN APPARTEMENT,14118_0302,44,11,3,6,0,1,0,65,0
2017-12-08,80000.0,0,0,1,1,0,57,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2017-05-09,160000.0,311,1,0,0,0,76,UNE MAISON,14118_1903,25,10,1,33,0,10,0,79,1
2017-09-22,68000.0,0,0,1,1,0,30,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2017-12-21,119000.0,0,0,1,0,0,72,UN APPARTEMENT,14118_1202,21,5,1,15,0,1,1,44,0
2017-09-06,122000.0,0,0,1,0,0,88,UN APPARTEMENT,14118_1202,21,5,1,15,0,1,1,44,0
2017-03-03,59000.0,0,0,1,0,0,28,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2017-12-15,62100.0,0,0,1,1,0,20,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2017-08-10,140000.0,0,0,1,1,0,79,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2017-06-26,128000.0,0,0,1,0,0,76,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2017-11-09,143500.0,0,0,1,1,0,65,UN APPARTEMENT,14118_0501,36,10,3,36,0,6,0,91,0
2017-09-29,150000.0,0,0,0,0,1,56,ACTIVITE,14118_0102,159,197,2,64,0,3,13,438,0
2017-03-20,240500.0,0,0,1,2,0,95,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2017-12-11,65000.0,0,0,1,1,0,28,UN APPARTEMENT,14118_2006,23,3,3,29,1,6,2,67,0
2017-03-01,75000.0,0,0,1,1,0,46,UN APPARTEMENT,14118_1903,25,10,1,33,0,10,0,79,0
2017-12-05,123000.0,0,0,1,1,0,78,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2017-05-10,52000.0,0,0,1,1,0,14,UN APPARTEMENT,14118_1201,19,1,18,3,0,0,0,41,0
2016-08-09,50000.0,0,0,1,1,0,18,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2017-01-24,360000.0,0,0,1,1,0,125,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2017-12-13,195000.0,295,1,0,0,0,56,UNE MAISON,14118_1704,38,10,4,13,0,2,0,67,1
2017-01-11,170280.0,0,0,1,0,0,80,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2017-06-14,208000.0,0,0,1,1,0,88,UN APPARTEMENT,14118_1202,21,5,1,15,0,1,1,44,0
2017-03-27,77750.0,0,0,1,0,0,25,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2017-05-17,177500.0,0,0,1,1,0,66,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2017-08-24,98000.0,0,0,1,0,0,76,UN APPARTEMENT,14118_1903,25,10,1,33,0,10,0,79,0
2017-07-31,43000.0,0,0,1,0,0,25,UN APPARTEMENT,14118_1704,38,10,4,13,0,2,0,67,0
2017-12-05,232500.0,0,0,1,1,0,108,UN APPARTEMENT,14118_0801,11,3,2,13,1,5,0,35,0
2017-05-13,68000.0,0,0,1,0,0,30,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2017-04-03,141000.0,0,0,1,0,0,76,UN APPARTEMENT,14118_0401,31,8,0,12,0,1,1,53,0
2017-06-21,23000.0,0,0,0,2,0,0,DES DEPENDANCES,14118_1201,19,1,18,3,0,0,0,41,0
2017-07-07,164000.0,0,0,1,1,0,65,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2016-09-07,75000.0,0,0,1,1,0,74,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2017-05-05,70000.0,0,0,1,1,0,55,UN APPARTEMENT,14118_0501,36,10,3,36,0,6,0,91,0
2017-09-05,25000.0,0,0,1,0,0,13,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2017-05-03,119000.0,0,0,1,1,0,79,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2017-09-04,62000.0,0,0,1,1,0,26,UN APPARTEMENT,14118_1202,21,5,1,15,0,1,1,44,0
2017-07-03,99000.0,0,0,1,1,0,50,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2017-08-25,290000.0,433,1,0,0,0,144,UNE MAISON,14118_1702,35,16,1,17,0,0,2,71,1
2017-12-08,265000.0,0,0,1,1,0,145,UN APPARTEMENT,14118_1001,12,2,1,5,0,2,0,22,0
2017-06-26,170000.0,0,0,1,2,0,93,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2017-04-20,305000.0,0,0,6,0,0,152,APPARTEMENT INDETERMINE,14118_0601,58,13,1,15,0,7,2,96,0
2017-09-14,62500.0,0,0,1,1,0,26,UN APPARTEMENT,14118_2002,17,4,2,8,0,18,1,50,0
2017-02-14,164000.0,246,1,0,0,0,62,UNE MAISON,14118_1101,27,8,2,25,1,1,1,65,1
2017-07-28,167000.0,0,0,1,0,0,70,UN APPARTEMENT,14118_0301,78,11,1,24,0,1,4,119,0
2017-03-06,320000.0,0,0,1,1,0,150,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2017-11-29,183000.0,0,0,1,1,0,66,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2017-03-17,80000.0,0,0,1,0,0,63,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2017-02-17,52000.0,0,0,1,0,0,26,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2017-06-27,127000.0,0,0,1,1,0,54,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2017-12-14,95000.0,0,0,1,2,0,43,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2017-11-30,75000.0,0,0,0,0,1,65,ACTIVITE,14118_0702,32,8,4,28,1,8,0,81,0
2017-03-29,155000.0,0,0,1,1,0,98,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2017-05-22,75000.0,0,0,1,1,0,42,UN APPARTEMENT,14118_1502,81,11,2,34,0,0,0,128,0
2017-03-13,145000.0,0,0,1,1,0,92,UN APPARTEMENT,14118_0701,13,5,1,12,0,3,0,34,0
2017-01-03,85000.0,0,0,1,1,0,41,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2017-06-02,230000.0,243,1,0,0,0,110,UNE MAISON,14118_1704,38,10,4,13,0,2,0,67,1
2017-04-18,125000.0,0,0,1,0,0,73,UN APPARTEMENT,14118_0201,171,84,4,91,0,4,9,363,0
2017-05-09,59000.0,0,0,1,1,0,41,UN APPARTEMENT,14118_1702,35,16,1,17,0,0,2,71,0
2017-01-18,84000.0,0,0,1,1,0,74,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2017-07-12,4500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_0601,58,13,1,15,0,7,2,96,0
2017-05-04,66000.0,0,0,1,1,0,32,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2017-07-28,150000.0,395,1,0,0,0,100,UNE MAISON,14118_1903,25,10,1,33,0,10,0,79,1
2017-08-17,153000.0,0,0,1,0,0,55,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2017-07-18,69000.0,0,0,1,0,0,28,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2017-08-22,225000.0,450,1,0,0,0,70,UNE MAISON,14118_1102,37,11,5,34,0,3,0,90,1
2017-06-29,84000.0,0,0,1,1,0,61,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2017-02-01,76500.0,0,0,1,1,0,40,UN APPARTEMENT,14118_0801,11,3,2,13,1,5,0,35,0
2017-04-11,180000.0,0,0,1,1,0,165,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2017-03-03,150000.0,0,0,1,1,0,83,UN APPARTEMENT,14118_0501,36,10,3,36,0,6,0,91,0
2017-12-13,68500.0,0,0,1,0,0,50,UN APPARTEMENT,14118_1402,29,4,9,9,0,3,2,56,0
2017-10-04,189860.0,0,0,1,1,0,68,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2017-09-06,4300.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1902,25,8,3,19,0,1,1,57,0
2017-03-29,186500.0,0,0,1,0,0,93,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2017-08-09,75000.0,0,0,1,1,0,24,UN APPARTEMENT,14118_1503,35,12,7,54,0,6,0,114,0
2017-10-25,606000.0,0,0,0,0,1,4227,ACTIVITE,14118_2005,30,1,5,94,1,2,2,135,0
2017-06-29,91500.0,0,0,1,1,0,64,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2017-05-22,81000.0,0,0,1,1,0,53,UN APPARTEMENT,14118_1703,19,5,0,80,0,5,0,109,0
2017-07-07,1250000.0,6160,0,0,0,1,4037,ACTIVITE,14118_1601,60,54,2,35,1,7,5,164,1
2017-03-29,302000.0,503,1,0,0,0,120,UNE MAISON,14118_1301,58,13,3,27,1,2,0,104,1
2017-05-05,86000.0,0,0,1,1,0,65,UN APPARTEMENT,14118_1403,10,0,1,3,0,2,0,16,0
2017-02-10,165000.0,0,0,1,1,0,102,UN APPARTEMENT,14118_0801,11,3,2,13,1,5,0,35,0
2017-07-06,305000.0,661,1,0,0,0,101,UNE MAISON,14118_1102,37,11,5,34,0,3,0,90,1
2017-09-29,620000.0,896,0,11,1,0,219,APPARTEMENT INDETERMINE,14118_0301,78,11,1,24,0,1,4,119,1
2017-07-10,90000.0,0,0,1,1,0,50,UN APPARTEMENT,14118_0401,31,8,0,12,0,1,1,53,0
2017-02-24,120750.0,0,0,1,0,0,67,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2017-01-18,68200.0,0,0,1,1,0,49,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2017-02-01,45000.0,0,0,1,0,0,20,UN APPARTEMENT,14118_1703,19,5,0,80,0,5,0,109,0
2017-07-17,86000.0,0,0,1,1,0,42,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
2017-12-13,129500.0,0,0,1,0,0,59,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2017-10-04,156000.0,3458,0,0,0,1,1152,ACTIVITE,14118_1402,29,4,9,9,0,3,2,56,1
2017-08-21,102000.0,0,0,1,0,0,44,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2017-05-31,7000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_2006,23,3,3,29,1,6,2,67,0
2017-06-29,246000.0,0,0,1,1,0,110,UN APPARTEMENT,14118_1001,12,2,1,5,0,2,0,22,0
2017-04-04,73900.0,0,0,1,0,0,42,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2017-11-28,60000.0,0,0,1,1,0,16,UN APPARTEMENT,14118_0502,24,3,3,4,0,1,0,35,0
2017-01-06,139800.0,0,0,1,0,0,75,UN APPARTEMENT,14118_1202,21,5,1,15,0,1,1,44,0
2017-11-07,101000.0,0,0,1,0,0,58,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2017-01-23,62500.0,0,0,1,1,0,37,UN APPARTEMENT,14118_2007,16,3,3,8,0,3,0,33,0
2017-12-18,265000.0,0,0,1,0,0,135,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2017-01-31,95000.0,0,0,1,1,0,67,UN APPARTEMENT,14118_2004,15,3,1,2,0,1,0,22,0
2017-03-18,55360.0,0,0,1,0,0,19,UN APPARTEMENT,14118_2006,23,3,3,29,1,6,2,67,0
2017-01-24,60000.0,0,0,1,0,0,22,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2017-08-23,84000.0,0,0,1,0,0,50,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2017-01-06,112000.0,0,0,1,1,0,72,UN APPARTEMENT,14118_0702,32,8,4,28,1,8,0,81,0
2017-03-02,205000.0,333,1,0,0,0,91,UNE MAISON,14118_1902,25,8,3,19,0,1,1,57,1
2017-10-06,120000.0,0,0,0,0,1,78,ACTIVITE,14118_0302,44,11,3,6,0,1,0,65,0
2017-03-28,70000.0,0,0,1,0,0,68,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2017-01-12,129000.0,0,0,1,0,0,57,UN APPARTEMENT,14118_0803,41,14,1,31,0,1,0,88,0
2017-01-16,80000.0,0,0,1,1,0,67,UN APPARTEMENT,14118_1701,73,18,3,21,2,2,3,122,0
2017-12-29,160000.0,0,0,1,0,0,80,UN APPARTEMENT,14118_0202,122,79,4,74,3,1,7,290,0
2017-04-18,150000.0,262,1,0,0,0,87,UNE MAISON,14118_0303,24,8,1,22,0,0,1,56,1
2017-08-16,259000.0,0,0,1,0,0,105,UN APPARTEMENT,14118_1201,19,1,18,3,0,0,0,41,0
2017-04-03,71000.0,0,0,1,0,0,48,UN APPARTEMENT,14118_1501,16,3,1,10,0,3,0,33,0
2017-08-22,28000.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1601,60,54,2,35,1,7,5,164,0
2017-10-25,75000.0,0,0,1,0,0,63,UN APPARTEMENT,14118_0802,36,5,3,39,0,0,0,83,0
2017-01-03,32000.0,0,0,0,0,4,196,ACTIVITE,14118_1402,29,4,9,9,0,3,2,56,0
2017-02-27,245000.0,910,1,0,0,0,173,UNE MAISON,14118_0803,41,14,1,31,0,1,0,88,1
2017-10-18,82000.0,0,0,1,1,0,53,UN APPARTEMENT,14118_0101,123,72,2,46,0,7,3,253,0
2017-09-06,160000.0,0,0,1,0,0,86,UN APPARTEMENT,14118_0601,58,13,1,15,0,7,2,96,0
2017-12-15,67500.0,0,0,0,0,1,307,ACTIVITE,14118_0301,78,11,1,24,0,1,4,119,0
2017-12-27,275300.0,0,0,1,1,0,120,UN APPARTEMENT,14118_1001,12,2,1,5,0,2,0,22,0
2017-11-06,280000.0,738,0,0,1,0,0,UNE DEPENDANCE,14118_0601,58,13,1,15,0,7,2,96,0
2017-03-03,180000.0,0,0,1,0,0,60,UN APPARTEMENT,14118_0102,159,197,2,64,0,3,13,438,0
2017-11-23,40425.0,0,0,0,0,1,14,ACTIVITE,14118_2005,30,1,5,94,1,2,2,135,0
2017-01-24,11500.0,0,0,0,1,0,0,UNE DEPENDANCE,14118_1502,81,11,2,34,0,0,0,128,0
2017-07-20,106379.0,0,0,1,1,0,45,UN APPARTEMENT,14118_1901,13,9,2,6,0,8,0,38,0
2017-06-27,63100.0,0,0,0,0,2,33,ACTIVITE,14118_1503,35,12,7,54,0,6,0,114,0
2017-03-24,90000.0,0,0,1,1,0,62,UN APPARTEMENT,14118_0401,31,8,0,12,0,1,1,53,0
2017-12-20,62000.0,0,0,1,1,0,50,UN APPARTEMENT,14118_0303,24,8,1,22,0,0,1,56,0
2017-05-16,56000.0,0,0,1,0,0,18,UN APPARTEMENT,14118_2006,23,3,3,29,1,6,2,67,0
2017-06-16,42000.0,0,0,1,0,0,26,UN APPARTEMENT,14118_0302,44,11,3,6,0,1,0,65,0
2017-09-19,175000.0,0,0,1,1,0,78,UN APPARTEMENT,14118_1101,27,8,2,25,1,1,1,65,0
2017-05-15,54500.0,0,0,1,0,0,33,UN APPARTEMENT,14118_1902,25,8,3,19,0,1,1,57,0
2017-04-25,152000.0,0,0,1,1,0,80,UN APPARTEMENT,14118_1102,37,11,5,34,0,3,0,90,0
2017-05-18,58650.0,0,0,1,0,0,17,UN APPARTEMENT,14118_1601,60,54,2,35,1,7,5,164,0
